Group,Time,Id,User,Message,Message filtered,Source,Script
group 567,1/25/2016 18:51,R_1j9x5chLXgTUg8r,User 2,channing tatum,,,
group 567,1/25/2016 18:53,,System,>> User 2 has Disconnected,,,
group 567,1/25/2016 18:53,R_1QmTMeF40Xj8w01,User 1,"What would constitute a	""perfect"" day for you?",,,
group 567,1/25/2016 18:54,,System,>> User 1 has Disconnected,,,
group 567,1/25/2016 19:08,,System,>> This chat has 600 seconds remaining before expiring. Please start wrapping up your conversation.,,,
group 567,1/25/2016 19:18,,System,>> This chat has now expired.,,,
group 568,1/25/2016 18:46,,System,>> User 1 has Connected,,,
group 568,1/25/2016 18:48,,System,>> All chat participants have arrived. You may now chat!,,,
group 568,1/25/2016 18:48,,System,>> User 2 has Connected,,,
group 568,1/25/2016 18:57,,System,>> User 2 has Disconnected,,,
group 568,1/25/2016 19:09,,System,>> This chat has 600 seconds remaining before expiring. Please start wrapping up your conversation.,,,
group 568,1/25/2016 19:11,,System,>> User 1 has Disconnected,,,
group 568,1/25/2016 19:19,,System,>> This chat has now expired.,,,
group 569,1/25/2016 18:50,,System,>> User 1 has Connected,,,
group 569,1/25/2016 18:52,,System,>> User 1 has Disconnected,,,
group 57,12/30/2015 0:51,,System,>> User 1 has Connected,,,
group 57,12/30/2015 0:57,,System,>> User 1 has Disconnected,,,
group 570,1/25/2016 18:56,,System,>> User 1 has Connected,,,
group 570,1/25/2016 18:56,,System,>> All chat participants have arrived. You may now chat!,,,
group 570,1/25/2016 18:56,,System,>> User 2 has Connected,,,
group 570,1/25/2016 18:56,R_1pxvkhm1HUYIBul,User 1,Hello.,,,
group 570,1/25/2016 18:57,R_1pxvkhm1HUYIBul,User 1,"Given	   the	   choice	    of	   anyone	   in	   the	   world,	   whom	   would	   you	   want	   as	   a	   dinner	   g",,,
group 570,1/25/2016 18:58,R_1pxvkhm1HUYIBul,User 1,Hello?,,,
group 570,1/25/2016 18:59,,System,>> User 2 has Disconnected,,,
group 570,1/25/2016 19:00,R_1pxvkhm1HUYIBul,User 1,Hello?,,,
group 570,1/25/2016 19:01,,System,>> User 1 has Disconnected,,,
group 570,1/25/2016 19:17,,System,>> This chat has 600 seconds remaining before expiring. Please start wrapping up your conversation.,,,
group 570,1/25/2016 19:27,,System,>> This chat has now expired.,,,
group 571,1/25/2016 18:56,,System,>> User 1 has Connected,,,
group 571,1/25/2016 18:59,,System,>> All chat participants have arrived. You may now chat!,,,
group 571,1/25/2016 18:59,,System,>> User 2 has Connected,,,
group 571,1/25/2016 18:59,R_uayugihOkmqJtCN,User 1,"Given the choice of anyone in the world, whom would you want as a dinner guest?","Given the choice of anyone in the world, whom would you want as a dinner guest?",mturk,Close
group 571,1/25/2016 19:00,R_3GCTO8Lhbyyz9GR,User 2,Willie Nelson,Willie Nelson,mturk,Close
group 571,1/25/2016 19:00,R_3GCTO8Lhbyyz9GR,User 2,"Given	   the	   choice	    of	   anyone	   in	   the	   world,	   whom	   would	   you	   want	   as	   a	   dinne","Given	   the	   choice	    of	   anyone	   in	   the	   world,	   whom	   would	   you	   want	   as	   a	   dinne",mturk,Close
group 571,1/25/2016 19:00,R_3GCTO8Lhbyyz9GR,User 2,r guest.,r guest.,mturk,Close
group 571,1/25/2016 19:00,R_uayugihOkmqJtCN,User 1,Warren Buffett,Warren Buffett,mturk,Close
group 571,1/25/2016 19:00,R_uayugihOkmqJtCN,User 1,"What would constitute a ""perfect"" day for you?","What would constitute a ""perfect"" day for you?",mturk,Close
group 571,1/25/2016 19:01,R_3GCTO8Lhbyyz9GR,User 2,Having all my children visit.,Having all my children visit.,mturk,Close
group 571,1/25/2016 19:01,R_3GCTO8Lhbyyz9GR,User 2,"What would constitiute a ""perfect"" day for you?","What would constitiute a ""perfect"" day for you?",mturk,Close
group 571,1/25/2016 19:01,R_uayugihOkmqJtCN,User 1,Lounging around in sweat pants,Lounging around in sweat pants,mturk,Close
group 571,1/25/2016 19:02,R_uayugihOkmqJtCN,User 1,"If you were able to live to the age of 90 and retain either the mind or body of a 30-year-old for the l ast 60 years of your life, which would you want?","If you were able to live to the age of 90 and retain either the mind or body of a 30-year-old for the l ast 60 years of your life, which would you want?",mturk,Close
group 571,1/25/2016 19:02,R_3GCTO8Lhbyyz9GR,User 2,Body.,Body.,mturk,Close
group 571,1/25/2016 19:02,R_3GCTO8Lhbyyz9GR,User 2,"If you were able to live to the age of 90 and retain either the mind or body of a 30-year-old for the l ast 60 years of your life, which would you want?","If you were able to live to the age of 90 and retain either the mind or body of a 30-year-old for the l ast 60 years of your life, which would you want?",mturk,Close
group 571,1/25/2016 19:03,R_uayugihOkmqJtCN,User 1,"Mind--without the mind, the body is useless","Mind--without the mind, the body is useless",mturk,Close
group 571,1/25/2016 19:03,R_uayugihOkmqJtCN,User 1,"If you could change anything about the way you were raised, what would it be?","If you could change anything about the way you were raised, what would it be?",mturk,Close
group 571,1/25/2016 19:03,R_3GCTO8Lhbyyz9GR,User 2,To have a father.,To have a father.,mturk,Close
group 571,1/25/2016 19:03,R_3GCTO8Lhbyyz9GR,User 2,"If you could change anything about the way you were raised, what would it be?","If you could change anything about the way you were raised, what would it be?",mturk,Close
group 571,1/25/2016 19:04,R_uayugihOkmqJtCN,User 1,To not have my parents fight all the time,To not have my parents fight all the time,mturk,Close
group 571,1/25/2016 19:05,R_uayugihOkmqJtCN,User 1,"If you could wake up tomorrow having gained any one quality or ability, what would it be?","If you could wake up tomorrow having gained any one quality or ability, what would it be?",mturk,Close
group 571,1/25/2016 19:05,R_3GCTO8Lhbyyz9GR,User 2,To be an expert coder.,To be an expert coder.,mturk,Close
group 571,1/25/2016 19:05,R_3GCTO8Lhbyyz9GR,User 2,"If you could wake up tomorrow having gained any one quality or ability, what would it be?","If you could wake up tomorrow having gained any one quality or ability, what would it be?",mturk,Close
group 571,1/25/2016 19:06,R_uayugihOkmqJtCN,User 1,To be able to see the future,To be able to see the future,mturk,Close
group 571,1/25/2016 19:06,R_uayugihOkmqJtCN,User 1,"If a crystal ball coudl tell you the truth about yourself, your life, the future, or anything else, what would you want to know?","If a crystal ball coudl tell you the truth about yourself, your life, the future, or anything else, what would you want to know?",mturk,Close
group 571,1/25/2016 19:07,R_3GCTO8Lhbyyz9GR,User 2,Nothing.,Nothing.,mturk,Close
group 571,1/25/2016 19:07,R_3GCTO8Lhbyyz9GR,User 2,"If a crystal ball coudl tell you the truth about yourself, your life, the future, or anything else, what would you want to know?","If a crystal ball coudl tell you the truth about yourself, your life, the future, or anything else, what would you want to know?",mturk,Close
group 571,1/25/2016 19:07,R_uayugihOkmqJtCN,User 1,I would want to know the date of my death so I could live my current life to the fullest,I would want to know the date of my death so I could live my current life to the fullest,mturk,Close
group 571,1/25/2016 19:07,R_uayugihOkmqJtCN,User 1,What is the greatest accomplishment of your life?,What is the greatest accomplishment of your life?,mturk,Close
group 571,1/25/2016 19:08,R_3GCTO8Lhbyyz9GR,User 2,Raising four children.,Raising four children.,mturk,Close
group 571,1/25/2016 19:08,R_3GCTO8Lhbyyz9GR,User 2,What is the greatest accomplishment of your life?,What is the greatest accomplishment of your life?,mturk,Close
group 571,1/25/2016 19:09,R_uayugihOkmqJtCN,User 1,Losing 104 pounds. I once weighed 434 and learned yesterday that I've l ost 104 so far,Losing 104 pounds. I once weighed 434 and learned yesterday that I've l ost 104 so far,mturk,Close
group 571,1/25/2016 19:10,R_uayugihOkmqJtCN,User 1,What is your most treasured memory?,What is your most treasured memory?,mturk,Close
group 571,1/25/2016 19:10,R_3GCTO8Lhbyyz9GR,User 2,The birth of my kids.,The birth of my kids.,mturk,Close
group 571,1/25/2016 19:10,R_3GCTO8Lhbyyz9GR,User 2,What is your most treasured memory?,What is your most treasured memory?,mturk,Close
group 571,1/25/2016 19:10,R_uayugihOkmqJtCN,User 1,Golfing with my grandfather,Golfing with my grandfather,mturk,Close
group 571,1/25/2016 19:11,R_uayugihOkmqJtCN,User 1,"If you knew that in one year you would die suddenly, woudl you change anything about the way you are now living? Why?","If you knew that in one year you would die suddenly, woudl you change anything about the way you are now living? Why?",mturk,Close
group 571,1/25/2016 19:11,R_3GCTO8Lhbyyz9GR,User 2,Yes.  I would travel more often.,Yes.  I would travel more often.,mturk,Close
group 571,1/25/2016 19:11,R_3GCTO8Lhbyyz9GR,User 2,"If you knew that in one year you would die suddenly, would you change anything about the way you are now living? Why?","If you knew that in one year you would die suddenly, would you change anything about the way you are now living? Why?",mturk,Close
group 571,1/25/2016 19:12,R_uayugihOkmqJtCN,User 1,I'd live life to the max without regard to debt in order to experience things I'd never have the chance to do,I'd live life to the max without regard to debt in order to experience things I'd never have the chance to do,mturk,Close
group 571,1/25/2016 19:12,R_uayugihOkmqJtCN,User 1,How do you feel about your relationship with your mother?,How do you feel about your relationship with your mother?,mturk,Close
group 571,1/25/2016 19:12,R_3GCTO8Lhbyyz9GR,User 2,Close.,Close.,mturk,Close
group 571,1/25/2016 19:12,R_3GCTO8Lhbyyz9GR,User 2,How do you feel about your relationship with your mother?,How do you feel about your relationship with your mother?,mturk,Close
group 571,1/25/2016 19:13,R_uayugihOkmqJtCN,User 1,It's terrible and I feel badly,It's terrible and I feel badly,mturk,Close
group 571,1/25/2016 19:13,R_uayugihOkmqJtCN,User 1,One embarrassing moment of my life is when I accidentally peed onto my pants while trying to poop at work.,One embarrassing moment of my life is when I accidentally peed onto my pants while trying to poop at work.,mturk,Close
group 571,1/25/2016 19:15,R_3GCTO8Lhbyyz9GR,User 2,Share  with  your  partner  an  embarrassing  moment  in  your life.,Share  with  your  partner  an  embarrassing  moment  in  your life.,mturk,Close
group 571,1/25/2016 19:15,R_uayugihOkmqJtCN,User 1,One embarrassing moment of my life is when I accidentally peed onto my pants while trying to poop at work.,One embarrassing moment of my life is when I accidentally peed onto my pants while trying to poop at work.,mturk,Close
group 571,1/25/2016 19:15,R_3GCTO8Lhbyyz9GR,User 2,I accidently asked a lady how long until she had her baby.  She was not pregnant.,I accidently asked a lady how long until she had her baby.  She was not pregnant.,mturk,Close
group 571,1/25/2016 19:16,R_uayugihOkmqJtCN,User 1,When did you last cry in front of another person? By yourself?,When did you last cry in front of another person? By yourself?,mturk,Close
group 571,1/25/2016 19:16,R_3GCTO8Lhbyyz9GR,User 2,3 months ago.  3 months ago.,3 months ago.  3 months ago.,mturk,Close
group 571,1/25/2016 19:17,R_3GCTO8Lhbyyz9GR,User 2,When did you last cry in front of another person? By yourself?,When did you last cry in front of another person? By yourself?,mturk,Close
group 571,1/25/2016 19:17,R_uayugihOkmqJtCN,User 1,"I don't remember the last time I cried in front of someone, but I last cried by myself about 2 months ago","I don't remember the last time I cried in front of someone, but I last cried by myself about 2 months ago",mturk,Close
group 571,1/25/2016 19:17,R_uayugihOkmqJtCN,User 1,"If you were to die this evening with no opportunity to communicate with anyone, what would you most regret not having told someone? Why haven't you told them yet?","If you were to die this evening with no opportunity to communicate with anyone, what would you most regret not having told someone? Why haven't you told them yet?",mturk,Close
group 571,1/25/2016 19:18,R_3GCTO8Lhbyyz9GR,User 2,Nothing.  They know.,Nothing.  They know.,mturk,Close
group 571,1/25/2016 19:18,R_3GCTO8Lhbyyz9GR,User 2,"If you were to die this evening with no opportunity to communicate with anyone, what would you most regret not having told someone? Why haven't you told them yet?","If you were to die this evening with no opportunity to communicate with anyone, what would you most regret not having told someone? Why haven't you told them yet?",mturk,Close
group 571,1/25/2016 19:18,R_uayugihOkmqJtCN,User 1,Nothing--I live life with no regrets. I'm an open book.,Nothing--I live life with no regrets. I'm an open book.,mturk,Close
group 571,1/25/2016 19:19,R_uayugihOkmqJtCN,User 1,"Your house, containing everything you own, catches fire. After saving your loved ones and pets, you have time to safely make a final dash to save any one item. What would it be? Why?","Your house, containing everything you own, catches fire. After saving your loved ones and pets, you have time to safely make a final dash to save any one item. What would it be? Why?",mturk,Close
group 571,1/25/2016 19:19,R_3GCTO8Lhbyyz9GR,User 2,My laptop.  I have many pictures and work on it.,My laptop.  I have many pictures and work on it.,mturk,Close
group 571,1/25/2016 19:19,,System,>> This chat has 600 seconds remaining before expiring. Please start wrapping up your conversation.,,,
group 571,1/25/2016 19:19,R_3GCTO8Lhbyyz9GR,User 2,"Your house, containing everything you own, catches fire. After saving your loved ones and pets, you have time to safely make a final dash to save any one item. What would it be? Why? Me: My laptop. I have many pictures and work on it.","Your house, containing everything you own, catches fire. After saving your loved ones and pets, you have time to safely make a final dash to save any one item. What would it be? Why? Me: My laptop. I have many pictures and work on it.",mturk,Close
group 571,1/25/2016 19:19,R_uayugihOkmqJtCN,User 1,My laptop. It has so much important stuff on it,My laptop. It has so much important stuff on it,mturk,Close
group 571,1/25/2016 19:20,R_uayugihOkmqJtCN,User 1,"Of all the people in your family, whose death would you find most disturbing? Why?","Of all the people in your family, whose death would you find most disturbing? Why?",mturk,Close
group 571,1/25/2016 19:20,R_3GCTO8Lhbyyz9GR,User 2,Any of my children.  A parent should not have to bury a child.,Any of my children.  A parent should not have to bury a child.,mturk,Close
group 571,1/25/2016 19:20,R_3GCTO8Lhbyyz9GR,User 2,"Of all the people in your family, whose death would you find most disturbing? Why?","Of all the people in your family, whose death would you find most disturbing? Why?",mturk,Close
group 571,1/25/2016 19:21,R_uayugihOkmqJtCN,User 1,"My wife. She's my rock, my everything","My wife. She's my rock, my everything",mturk,Close
group 571,1/25/2016 19:21,,System,>> User 1 has Disconnected,,,
group 571,1/25/2016 19:21,,System,>> User 2 has Disconnected,,,
group 571,1/25/2016 19:29,,System,>> This chat has now expired.,,,
group 572,1/25/2016 19:01,,System,>> User 1 has Connected,,,
group 572,1/25/2016 19:03,,System,>> User 1 has Disconnected,,,
group 573,1/25/2016 19:04,,System,>> User 1 has Connected,,,
group 573,1/25/2016 19:08,,System,>> User 1 has Disconnected,,,
group 574,1/25/2016 19:08,,System,>> User 1 has Connected,,,
group 574,1/25/2016 19:10,,System,>> All chat participants have arrived. You may now chat!,,,
group 574,1/25/2016 19:10,,System,>> User 2 has Connected,,,
group 574,1/25/2016 19:12,R_3NChx0RQCDoei3C,User 2,"Hi! So, on to the first question, I guess. Given	the choice of anyone in the world, whom would you want as a dinner guest?",,,
group 574,1/25/2016 19:12,R_1pxvkhm1HUYIBul,User 1,"Either Benjamin Franklin, or Emmeline Pankhurst.",,,
group 574,1/25/2016 19:12,R_1pxvkhm1HUYIBul,User 1,And you?,,,
group 574,1/25/2016 19:12,R_3NChx0RQCDoei3C,User 2,J.R.R. Tolkien,,,
group 574,1/25/2016 19:13,R_3NChx0RQCDoei3C,User 2,"What would consitute a ""perfect"" day for you?",,,
group 574,1/25/2016 19:14,R_1pxvkhm1HUYIBul,User 1,"Probably one where I didn't have anything scheduled and could go out spontaneously, eat out, maybe go to a museum, but without any pressure to make any deadlines or anything.",,,
group 574,1/25/2016 19:14,R_1pxvkhm1HUYIBul,User 1,How about yourself?,,,
group 574,1/25/2016 19:15,R_3NChx0RQCDoei3C,User 2,"That actually sounds like a wonderful day! I'd say the same, as long as I spent it with my fiance and a beach were involved somewhere.",,,
group 574,1/25/2016 19:15,R_1pxvkhm1HUYIBul,User 1,Spending it with another person sounds pretty nice.,,,
group 574,1/25/2016 19:16,R_3NChx0RQCDoei3C,User 2, :smiley:,,,
group 574,1/25/2016 19:16,R_1pxvkhm1HUYIBul,User 1,"If	   you	   were	   able	   to	   live	   to	   the	   age	   of	   90	   and	   retain	   either	   the	   mind	   or	   body	   of	   a	   30 -­‐ year -­‐ old	    for	   the	   last	   60	   years	   of	   your	   life,	   which	   would	   you	    want?",,,
group 574,1/25/2016 19:17,R_3NChx0RQCDoei3C,User 2,"The mind. What's the point of having a physically able body, if your mind has the potential to just be gone?",,,
group 574,1/25/2016 19:17,R_3NChx0RQCDoei3C,User 2,You?,,,
group 574,1/25/2016 19:17,R_1pxvkhm1HUYIBul,User 1,"I would actually choose body.  You'd be in peak condition and you would be able to keep learning and developing, even a little.  Also, there's no history of dementia in my family, so I'd feel safe making that gamble.",,,
group 574,1/25/2016 19:18,R_3NChx0RQCDoei3C,User 2,"Haha that does make sense, my family is almost the opposite. My grandpa took care of his 20 acres of land until the day he died, but he could barely remember who we were.",,,
group 574,1/25/2016 19:19,R_3NChx0RQCDoei3C,User 2,"If you could change anything about the way you were raised, what would it be?",,,
group 574,1/25/2016 19:19,R_1pxvkhm1HUYIBul,User 1,I wish my father had been more emotionally available.  He has Aspberger's and so life with him could be very frustrating.,,,
group 574,1/25/2016 19:19,R_1pxvkhm1HUYIBul,User 1,What about your upbringing?,,,
group 574,1/25/2016 19:20,R_3NChx0RQCDoei3C,User 2,":/ I'm sorry. I wish that I could have gone to my parents to talk about things. They were loving, but not very understanding. Freethinking was not particularly encouraged.",,,
group 574,1/25/2016 19:21,R_1pxvkhm1HUYIBul,User 1,It sounds like we have that question a bit in common.,,,
group 574,1/25/2016 19:21,R_3NChx0RQCDoei3C,User 2,Yes it does.,,,
group 574,1/25/2016 19:21,R_1pxvkhm1HUYIBul,User 1,"So onto the fun question....   if  you  could  wake  up  tomorrow  having  gained  any  one  quality  or  ability,  what",,,
group 574,1/25/2016 19:21,R_1pxvkhm1HUYIBul,User 1,..would it be?,,,
group 574,1/25/2016 19:22,R_3NChx0RQCDoei3C,User 2,"Lol. I'd love the ability to read people's minds. I'm always worried that people aren't being honest with me or that they don't see me the way I see myself. What I find out might hurt, but at least I would know.",,,
group 574,1/25/2016 19:22,R_3NChx0RQCDoei3C,User 2,How about you?,,,
group 574,1/25/2016 19:23,R_1pxvkhm1HUYIBul,User 1,Shapeshifting!  Hands-down.,,,
group 574,1/25/2016 19:23,R_3NChx0RQCDoei3C,User 2,Ah dude that's a good one!,,,
group 574,1/25/2016 19:23,R_1pxvkhm1HUYIBul,User 1,"Yeah, you could really do a lot with it.",,,
group 574,1/25/2016 19:23,R_3NChx0RQCDoei3C,User 2,"Okay, if a crystal ball could tell you the truth about yourself, your life, the future, or anything else, what would you want to know?",,,
group 574,1/25/2016 19:24,R_1pxvkhm1HUYIBul,User 1,I don't know... I wouldn't really want to know about my future.  I would worry knowing would pre-destine me to that particular outcome.  I guess I would ask it the best way to be successful without being too specific.,,,
group 574,1/25/2016 19:25,R_1pxvkhm1HUYIBul,User 1,And what would you ask the magic crystal 8 ball?,,,
group 574,1/25/2016 19:26,R_3NChx0RQCDoei3C,User 2,"I know what you mean. I think, if it can tell me anything, I would ask it if God is really out there and whether he actually cares.",,,
group 574,1/25/2016 19:26,R_1pxvkhm1HUYIBul,User 1,I would be too worried I'd get an answer I didn't want to hear.,,,
group 574,1/25/2016 19:26,R_1pxvkhm1HUYIBul,User 1,"I mean, either yes or no is pretty frightening, if you think about it.",,,
group 574,1/25/2016 19:26,R_3NChx0RQCDoei3C,User 2,"True, supreme knowledge probably isn't all it's cracked up to be.",,,
group 574,1/25/2016 19:27,R_1pxvkhm1HUYIBul,User 1,Mm'k... soo... greatest accomplishment?,,,
group 574,1/25/2016 19:27,R_3NChx0RQCDoei3C,User 2,"Umm, I don't really know, I'm still young. I'm going to graduate college this semester. First in my immediate family.",,,
group 574,1/25/2016 19:27,R_1pxvkhm1HUYIBul,User 1,That's pretty impressive.  Congratulations.,,,
group 574,1/25/2016 19:28,R_3NChx0RQCDoei3C,User 2,Thank you :D How about you?,,,
group 574,1/25/2016 19:28,R_1pxvkhm1HUYIBul,User 1,Mine's wicked stupid.,,,
group 574,1/25/2016 19:28,R_1pxvkhm1HUYIBul,User 1,I won Best in Show at DomCon L.A. the last two years as a human dog.,,,
group 574,1/25/2016 19:28,R_3NChx0RQCDoei3C,User 2,"Hey, I don't actually know you, so it's not like I can tell anyone.",,,
group 574,1/25/2016 19:28,R_3NChx0RQCDoei3C,User 2,And that's actually kinda cool.,,,
group 574,1/25/2016 19:29,R_3NChx0RQCDoei3C,User 2,What does that entail? IF you don't mind me asking.,,,
group 574,1/25/2016 19:29,R_1pxvkhm1HUYIBul,User 1,I feel like I should talk about my job or something but that's the one I'm really into.,,,
group 574,1/25/2016 19:29,R_1pxvkhm1HUYIBul,User 1,"Basically you're on all fours and you, ahh, are a dog.  That's basically it.",,,
group 574,1/25/2016 19:29,R_3NChx0RQCDoei3C,User 2,Ehh most people's jobs suck. I know mine does.,,,
group 574,1/25/2016 19:29,R_1pxvkhm1HUYIBul,User 1,"So most people do obedience, but since you know English, it's not impressive at all.",,,
group 574,1/25/2016 19:29,R_1pxvkhm1HUYIBul,User 1,"So me, I do agility and also scent trials.",,,
group 574,1/25/2016 19:29,R_3NChx0RQCDoei3C,User 2,So you were basically just a great dog. That's gotta take guts to do.,,,
group 574,1/25/2016 19:30,R_3NChx0RQCDoei3C,User 2,Wait...no way! You can actually follow a scent?,,,
group 574,1/25/2016 19:30,R_1pxvkhm1HUYIBul,User 1,I actually find it pretty fun and calming.  Everyone likes dogs.  They're more fun than humans.,,,
group 574,1/25/2016 19:30,R_1pxvkhm1HUYIBul,User 1,Yes.,,,
group 574,1/25/2016 19:30,R_1pxvkhm1HUYIBul,User 1,"I'm a ""super-smeller.""",,,
group 574,1/25/2016 19:30,R_3NChx0RQCDoei3C,User 2,Haha,,,
group 574,1/25/2016 19:30,R_1pxvkhm1HUYIBul,User 1,So I sort of blew everyone else out of the water.,,,
group 574,1/25/2016 19:30,R_3NChx0RQCDoei3C,User 2,That's really cool.,,,
group 574,1/25/2016 19:31,R_1pxvkhm1HUYIBul,User 1,"Also I can run really fast on all fours.  Everyone else was on their knees, and I can run about 8-10 mph on my hands and feet on a good day.",,,
group 574,1/25/2016 19:31,,System,>> This chat has 600 seconds remaining before expiring. Please start wrapping up your conversation.,,,
group 574,1/25/2016 19:31,R_1pxvkhm1HUYIBul,User 1,So... yep.  Not really something I can brag about in real life... Oh shit.,,,
group 574,1/25/2016 19:31,R_1pxvkhm1HUYIBul,User 1,"Okay, let's hustle.  Lol.",,,
group 574,1/25/2016 19:31,R_3NChx0RQCDoei3C,User 2,"Lol ok, treasured memory.",,,
group 574,1/25/2016 19:31,R_3NChx0RQCDoei3C,User 2,Go.,,,
group 574,1/25/2016 19:32,R_1pxvkhm1HUYIBul,User 1,"I'm going to say it was an accidentally perfet day I had.  Nothing special.  Just a perfect day last year.  Went to the beach, a museum, and a restaurant with my two best friends.  Zero flaws.",,,
group 574,1/25/2016 19:32,R_1pxvkhm1HUYIBul,User 1,You?,,,
group 574,1/25/2016 19:32,R_3NChx0RQCDoei3C,User 2,Getting engaged. Fiance took me to see the premier of the last Hobbit movie and then took me to our favorite restaurant.,,,
group 574,1/25/2016 19:32,R_1pxvkhm1HUYIBul,User 1,"Aw, cute.",,,
group 574,1/25/2016 19:33,R_3NChx0RQCDoei3C,User 2,^.^,,,
group 574,1/25/2016 19:33,R_1pxvkhm1HUYIBul,User 1,You're a real Tolkein fan. :wink:,,,
group 574,1/25/2016 19:33,R_3NChx0RQCDoei3C,User 2,"Yes, yes I am.",,,
group 574,1/25/2016 19:33,R_1pxvkhm1HUYIBul,User 1,"If you were to die in a year, would you change anything or not, and why?",,,
group 574,1/25/2016 19:34,R_3NChx0RQCDoei3C,User 2,I'd go on a permanent honeymoon. But that's about it.,,,
group 574,1/25/2016 19:34,R_3NChx0RQCDoei3C,User 2,You?,,,
group 574,1/25/2016 19:34,R_1pxvkhm1HUYIBul,User 1,I would stop paying off my debts and use the money to travel and do stuff off my bucket list.,,,
group 574,1/25/2016 19:34,R_1pxvkhm1HUYIBul,User 1,Try to make the most of it.,,,
group 574,1/25/2016 19:34,R_3NChx0RQCDoei3C,User 2,Right on.,,,
group 574,1/25/2016 19:34,R_1pxvkhm1HUYIBul,User 1,Relationship with your mom.... shoot!,,,
group 574,1/25/2016 19:35,R_3NChx0RQCDoei3C,User 2,"Pretty good actually. Not when I was living at home so much, but now that I'm out on my own, we're friends.",,,
group 574,1/25/2016 19:35,R_3NChx0RQCDoei3C,User 2,How about you?,,,
group 574,1/25/2016 19:35,R_1pxvkhm1HUYIBul,User 1,Mine's pretty cold.  She never forgave me for leaving home in my teens without saying good-bye.  I try to reach out but she's got a chip on her shoulder about it.,,,
group 574,1/25/2016 19:35,R_1pxvkhm1HUYIBul,User 1,"Her loss, imho.",,,
group 574,1/25/2016 19:35,R_3NChx0RQCDoei3C,User 2,Seriously.,,,
group 574,1/25/2016 19:35,R_1pxvkhm1HUYIBul,User 1,Mutual sharing of embarrassing moments.,,,
group 574,1/25/2016 19:36,R_3NChx0RQCDoei3C,User 2,Fiance's stepmom walked in on us while we were...you know.,,,
group 574,1/25/2016 19:36,R_3NChx0RQCDoei3C,User 2,She was pissed.,,,
group 574,1/25/2016 19:36,R_1pxvkhm1HUYIBul,User 1,Mine's that I got really drunk at a conference last November and sobbed to my old boss about how hard my new job was and how scared I was that I wasn't good at it.,,,
group 574,1/25/2016 19:36,R_3NChx0RQCDoei3C,User 2,Oh no!,,,
group 574,1/25/2016 19:36,R_1pxvkhm1HUYIBul,User 1,(He was really nice about it.),,,
group 574,1/25/2016 19:36,R_3NChx0RQCDoei3C,User 2,Well that's good.,,,
group 574,1/25/2016 19:37,R_1pxvkhm1HUYIBul,User 1,Oh... my story dovetails nicely into the crying conversation.,,,
group 574,1/25/2016 19:37,R_3NChx0RQCDoei3C,User 2,"Ok, last cry?",,,
group 574,1/25/2016 19:37,R_3NChx0RQCDoei3C,User 2,Yeah exactly.,,,
group 574,1/25/2016 19:37,R_1pxvkhm1HUYIBul,User 1,"Last time I cried in front of someone was when my best friend and I got in a fight and I cried to my boyfriend about it.  Last time I cried alone was when I dropped my motorcycle, but that was mostly out of frustration.",,,
group 574,1/25/2016 19:37,R_1pxvkhm1HUYIBul,User 1,Hbu?,,,
group 574,1/25/2016 19:38,R_3NChx0RQCDoei3C,User 2,I cried last weekend because I thought my student loans weren't going to disburse and I was going to have to drop out and become a hobo.,,,
group 574,1/25/2016 19:38,R_1pxvkhm1HUYIBul,User 1,That's a really scary situation.,,,
group 574,1/25/2016 19:38,R_3NChx0RQCDoei3C,User 2,"Turns out my credit union is just a bunch of jerks, but they reinstated my loans.",,,
group 574,1/25/2016 19:38,R_1pxvkhm1HUYIBul,User 1,Did you get them though?,,,
group 574,1/25/2016 19:38,R_1pxvkhm1HUYIBul,User 1,"Oh, good.",,,
group 574,1/25/2016 19:38,R_3NChx0RQCDoei3C,User 2,"Ok, any regrets?",,,
group 574,1/25/2016 19:39,R_1pxvkhm1HUYIBul,User 1,"I guess the #1 thing I would regret telling someone is my best friend how much I love him and how much it hurts me when he's selfish.  I mean, I do tell him that, but I don't think he really ""gets it.""  I wish I could communicate it and we could stop fighting.",,,
group 574,1/25/2016 19:39,R_1pxvkhm1HUYIBul,User 1,I wish I could say it in a way that he'd finally stop being a dick.,,,
group 574,1/25/2016 19:40,R_1pxvkhm1HUYIBul,User 1,Your thing you would regret not saying to someone?,,,
group 574,1/25/2016 19:40,R_3NChx0RQCDoei3C,User 2,Aww :(,,,
group 574,1/25/2016 19:41,R_3NChx0RQCDoei3C,User 2,I think I would regret not telling my sister how sorry I am for not being her friend when we were growing up. I wish we could have had that sisterly bond.,,,
group 574,1/25/2016 19:41,,System,>> This chat has now expired.,,,
group 575,1/25/2016 19:16,,System,>> User 1 has Connected,,,
group 575,1/25/2016 19:22,,System,>> User 1 has Disconnected,,,
group 576,1/25/2016 19:16,,System,>> User 1 has Connected,,,
group 576,1/25/2016 19:21,,System,>> User 1 has Disconnected,,,
group 577,1/25/2016 19:16,,System,>> User 1 has Connected,,,
group 577,1/25/2016 19:22,,System,>> User 1 has Disconnected,,,
group 578,1/25/2016 19:23,,System,>> User 1 has Connected,,,
group 578,1/25/2016 19:28,,System,>> User 1 has Disconnected,,,
group 579,1/25/2016 19:23,,System,>> User 1 has Connected,,,
group 579,1/25/2016 19:29,,System,>> User 1 has Disconnected,,,
